600,255
600,255
600,255
480,255
420,255
420,255
360,255
360,255
1200,255
1860,255
2100,255
2040,255
1980,255
1860,255
1740,255
1020,255
720,255
960,255
1380,255
1020,255
840,255
600,255
480,255
480,255
420,255
360,255
420,255
360,255
360,255
360,255
300,255
360,255
300,255
300,255
300,255
300,255
300,255
300,255
360,255
300,255
300,255
300,255
300,255
300,255
300,255
540,255
600,255
480,255
720,255
780,255
660,255
480,255
420,255
420,255
420,255
300,255
360,255
720,255
1140,255
1200,255
840,255
720,255
540,255
480,255
480,255
420,255
360,255
360,255
300,255
300,255
240,255
300,255
240,255
240,255
240,255
240,255
300,255
300,255
420,255
420,255
480,255
420,255
300,255
360,255
300,255
360,255
720,255
660,255
600,255
720,255
720,255
540,255
420,255
420,255
360,255
360,255
300,255
240,255
300,255
300,255
480,255
420,255
600,255
480,255
360,255
360,255
900,255
780,255
840,255
840,255
960,255
900,255
600,255
480,255
420,255
360,255
300,255
360,255
660,255
660,255
480,255
480,255
360,255
360,255
300,255
300,255
300,255
360,255
360,255
720,255
660,255
660,255
540,255
660,255
540,255
480,255
480,255
480,255
420,255
480,255
420,255
420,255
420,255
300,255
360,255
360,255
360,255
420,255
420,255
660,255
600,255
480,255
360,255
420,255
420,255
360,255
540,255
540,255
480,255
480,255
720,255
480,255
420,255
300,255
300,255
420,255
540,255
600,255
120,255
300,255
540,255
840,255
720,255
660,255
600,255
480,255
420,255
420,255
300,255
360,255
360,255
420,255
360,255
300,255
360,255
360,255
360,255
300,255
300,255
420,255
360,255
360,255
420,255
360,255
300,255
300,255
240,255
300,255
240,255
240,255
300,255
300,255
480,255
480,255
480,255
480,255
420,255
300,255
240,255
240,255
180,255
180,255
180,255
240,255
240,255
240,255
240,255
360,255
660,255
480,255
420,255
300,255
240,255
180,255
240,255
180,255
180,255
180,255
180,255
180,255
180,255
180,255
180,255
240,255
300,255
240,255
240,255
240,255
180,255
180,255
240,255
180,255
180,255
180,255
180,255
180,255
240,255
300,255
240,255
180,255
240,255
180,255
180,255
180,255
180,255
180,255
120,255
180,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,255
0,255
0,255
0,255
0,255
0,255
0,255
0,255
0,255
0,255
240,255
240,255
240,255
180,255
540,255
600,255
420,255
300,255
360,255
300,255
360,255
420,255
360,255
240,255
240,255
240,255
180,255
660,255
780,255
660,255
480,255
300,255
300,255
240,255
180,255
240,255
180,255
180,255
120,255
180,255
120,255
180,255
120,255
120,255
180,255
120,255
120,255
120,255
240,255
300,255
540,255
300,255
300,255
240,255
180,255
180,255
180,255
120,255
180,255
180,255
180,255
180,255
180,255
120,255
180,255
120,255
120,255
180,255
120,255
120,255
180,255
120,255
120,255
180,255
120,255
120,255
120,255
120,255
120,255
120,255
120,255
60,255
120,255
120,255
120,255
120,255
300,255
300,255
240,255
240,255
180,255
120,255
120,255
120,255
120,255
120,255
120,255
60,255
120,255
